obs,elapsed,date,treatment,crop,row,unique_id,KEEP,time,averaging,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,FLUOR.FlrLS:MN,FLUOR.FlrLS:SLP,FLUOR.FlrLS:SD,FLUOR.FlrLS:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
55,9815,10/17/24,p,radicchio,eight,pd8.2,y,12:21:30,none,0.000543186,0.543185503,-0.493401616,420.431,424.0917906,43.31232349,42.93844843,0.117573976,2.964953292,0.115043911,0.072125226,0,13.31487109,12.8736,1.49074798,65.51128842,1.014452262,1.548515204,0.476295718,-23.95448067,93.06266832,5.879189815,74.98737747,7,1,1,0,56503.00009,0,0,0,0,6,0.5,0: Broadleaf,2,1729099290,420.431,420.166,9.93299,9.39526,417.605,9.51219,600.067,102.045,0.0845966,13.4558,12.8736,999.9,0,0,9998.75,0,0.00135693,0,0,0,0,1.16,0,1525.49,8.04,32.187,38.562,35.687,34.625,32.375,0,0,0,1729099270,0,1729099245,12:20:44,1729099239,1729099245,56,0.071,-0.002,2.825,0.421,420,9,0.75,0.14,0.40687025,0.066537298,0.100302927,1,0.5265834,0.052256285,0.005134493,1,2,2,2-Feb,100,100,2.826,0.4208,2.825380952,0,0,0,0.420797143,0,0,0,-1,-1,-1,-1,0.9,0.8,1.03027,2.47314,1.54785,2.34009,1.54785,2.25098,24.2664,14.5786,18,575.461,478.394,9.99959,17.3491,30.0002,17.3369,17.2852,20.5934,46.4346,19.2959,10,420,9.32356,117.381,103.193,,,,
56,10292.5,10/17/24,c,radicchio,center,cdc,y,12:29:27,none,0.000680346,0.680345657,11.82520564,407.911,222.291078,22.70785372,41.66961356,0.105537316,2.958058036,0.103489251,0.064861482,283.898346,16.20591002,15.3482,1.750112509,64.76601384,1.087875499,1.67970118,0.66223701,-30.00324346,-101.7608857,-6.570452152,145.5637646,5,1,1,0,56046.55652,1600.04,1358.817,0.849239394,0.17743203,6,0.5,0: Broadleaf,2,1729099768,407.911,420.013,10.6494,9.97634,405.042,10.2007,600.036,102.068,0.0856893,14.7101,15.3482,999.9,0,0,9957.5,0,0.00152894,1600.04,0.692022,0.307978,0,1.4447,0,13455.6,11916.8,35.562,38.812,36.625,36.5,34.937,1107.26,492.78,0,1729099748,0,1729099689,12:28:08,1729099684,1729099689,57,0.043,0.028,2.869,0.449,420,10,0.13,0.15,-11.99802195,-0.006737979,0.126015172,1,0.685914171,-0.09136478,0.009102291,1,2,2,2-Feb,100,100,2.869,0.4487,2.86885,0,0,0,0.4487205,0,0,0,-1,-1,-1,-1,1.4,1.3,1.03149,2.48413,1.54785,2.34009,1.54785,2.25098,25.1839,14.4297,18,577.154,473.821,10.0008,18.0544,30.0013,17.9227,17.8585,20.6133,44.8986,4.532,10,420,9.93334,117.25,103.063,,,,
57,10388.5,10/17/24,c,radicchio,center,cdc,y,12:31:03,none,0.000680914,0.680913626,11.63246571,408.168,230.1187713,23.50990135,41.70015927,0.108336109,2.961089121,0.106181334,0.066553362,248.418231,16.03066718,15.2356,1.737502435,64.82967649,1.091420203,1.683519434,0.646082232,-30.02829089,-78.27062744,-5.046533011,135.0727797,5,1,1,0,56132.43769,1400.07,1188.9951,0.849239752,0.177432722,6,0.5,0: Broadleaf,2,1729099864,408.168,420.083,10.683,10.0091,405.276,10.2344,599.768,102.077,0.0872051,14.7453,15.2356,999.9,0,0,9973.75,0,0.00149071,1400.07,0.692007,0.307993,0,1.9168,0,11956.4,10427.4,36.187,39.25,37.437,37,35.5,968.86,431.21,0,1729099844,0,1729099824,12:30:24,1729099824,1729099817,58,0.023,0,2.892,0.449,420,10,0.17,0.13,-11.86053171,-0.018572822,0.082054133,1,0.685401049,0.027251415,0.016274137,1,2,2,2-Feb,100,100,2.892,0.4486,2.8917,0,0,0,0.4485375,0,0,0,-1,-1,-1,-1,0.7,0.8,1.03149,2.47803,1.54785,2.33398,1.54785,2.31201,25.3886,14.421,18,577.011,472.673,10.0007,18.3091,30.001,18.157,18.0848,20.6201,45.472,2.24054,10,420,9.98098,117.207,103.025,,,,
58,10479,10/17/24,c,radicchio,center,cdc,y,12:32:34,none,0.000614955,0.614954922,11.23808603,408.496,224.8533462,22.97201163,41.73375679,0.101223489,2.967615283,0.099343771,0.062255835,212.915193,15.82117948,15.0507,1.716968589,65.00297481,1.093251239,1.681848011,0.62371735,-27.11951205,-51.32481611,-3.298467751,131.1723971,4,1,1,0,56334.94455,1199.96,1019.0553,0.849241058,0.177435242,6,0.5,0: Broadleaf,2,1729099954,408.496,419.982,10.7009,10.0927,405.562,10.2519,600.172,102.078,0.0864197,14.7299,15.0507,999.9,0,0,10010.6,0,0.00152894,1199.96,0.691964,0.308036,0,1.2708,0,10603.1,8936.91,36.562,39.562,37.937,37.25,35.875,830.33,369.63,0,1729099935,0,1729099917,12:31:56,1729099917,1729099912,59,0.042,0.001,2.934,0.449,420,10,0.25,0.13,-11.46217561,-0.027836237,0.09447112,1,0.610843878,0.001337289,0.00476095,1,2,2,2-Feb,100,100,2.934,0.449,2.934047619,0,0,0,0.4490385,0,0,0,-1,-1,-1,-1,0.6,0.7,1.03149,2.48901,1.54785,2.33398,1.54785,2.24121,25.5526,14.4035,18,578.187,471.397,10.0012,18.4972,30.0006,18.3451,18.2673,20.6169,45.6864,0,10,420,10.0313,117.183,103.005,,,,
59,10627,10/17/24,c,radicchio,center,cdc,y,12:35:02,none,0.000580666,0.580665673,10.72593807,408.928,227.3835215,23.23191258,41.78042227,0.097663311,2.965499275,0.095911034,0.060099213,177.4310623,15.60265243,14.8945,1.699788436,64.87200928,1.089669965,1.679722853,0.610118471,-25.60735617,-29.44915863,-1.892210967,120.4823365,3,0,1,0,56274.17866,1000,849.2388924,0.849238892,0.177431062,6,0.5,0: Broadleaf,2,1729100102,408.928,419.89,10.6652,10.0908,406.001,10.2122,600.076,102.083,0.0876077,14.7103,14.8945,999.9,0,0,9998.12,0,0.00152894,1000,0.692035,0.307965,0,1.6965,0,9427.56,7447.85,36.875,40.187,38.562,37.812,36.312,692.03,307.96,0,1729100082,0,1729100009,12:33:29,1729100009,1729100006,60,-0.007,0.004,2.927,0.453,420,10,0.29,0.14,-11.043795,-0.039570732,0.072857034,1,0.585531475,-0.075637227,0.007555903,1,2,2,2-Feb,100,100,2.927,0.453,2.927285714,0,0,0,0.4530665,0,0,0,-1,-1,-1,-1,1.6,1.6,1.03149,2.48535,1.54785,2.33276,1.54785,2.20459,25.7988,14.3772,18,579.378,470.635,9.99934,18.7142,30.0005,18.5854,18.5117,20.6207,46.4206,0,10,420,10.0724,117.153,102.976,,,,
60,10723,10/17/24,c,radicchio,center,cdc,y,12:36:38,none,0.000535128,0.535127897,10.35405449,409.59,226.5474326,23.14769373,41.85023757,0.093367838,2.97055602,0.091767625,0.057496254,141.9378133,15.35405165,14.7047,1.679116099,65.18623079,1.091371719,1.674236578,0.58774438,-23.59914025,-7.222702589,-0.462713258,110.6532572,3,0,1,0,56438.97356,799.963,679.3594477,0.849238587,0.177430473,6,0.5,0: Broadleaf,2,1729100198,409.59,420.161,10.6813,10.152,406.572,10.2258,600.127,102.089,0.0869261,14.6596,14.7047,999.9,0,0,10026.2,0,0.00152894,799.963,0.692043,0.307957,0,1.0472,0,8365.04,5958,36.937,40.375,38.875,38,36.375,553.61,246.35,0,1729100178,0,1729100155,12:35:54,1729100150,1729100155,61,0.09,0.002,3.018,0.456,420,10,0.12,0.18,-10.3464775,-0.087155347,0.060222539,1,0.53698835,-0.056964585,0.005563588,1,2,2,2-Feb,100,100,3.018,0.4555,3.01775,0,0,0,0.4555115,0,0,0,-1,-1,-1,-1,0.8,0.7,1.03149,2.49023,1.54785,2.33276,1.54785,2.27539,25.881,14.3684,18,579.565,469.682,9.9992,18.7869,30.0002,18.6816,18.6081,20.6151,46.506,0,10,420,10.1065,117.146,102.969,,,,
61,10814,10/17/24,c,radicchio,center,cdc,y,12:38:09,none,0.000513385,0.513384632,9.49437923,410.301,239.6590387,24.48756457,41.92319341,0.091923003,2.961534834,0.090366849,0.056616901,106.4596594,15.14279179,14.5561,1.663085647,65.17242476,1.090429514,1.673145534,0.572656133,-22.64026229,14.91245564,0.957464914,99.6893177,3,0,1,0,56165.03831,599.991,509.5370492,0.849241154,0.177435427,6,0.5,0: Broadleaf,2,1729100289,410.301,420.004,10.672,10.1642,407.362,10.2179,600.125,102.09,0.0866786,14.6495,14.5561,999.9,0,0,9975,0,0.00152894,599.991,0.691967,0.308033,0,1.8263,0,7374.91,4468.53,37,40.625,39,38.75,36.562,415.17,184.82,0,1729100269,0,1729100252,12:37:31,1729100252,1729100249,62,-0.08,-0.001,2.938,0.454,420,10,0.22,0.16,-9.63245925,0.090911032,0.104642597,1,0.511838275,0.099772492,0.020230337,1,2,2,2-Feb,100,100,2.939,0.4541,2.93835,0,0,0,0.454039048,0,0,0,-1,-1,-1,-1,0.6,0.7,1.03149,2.49268,1.54785,2.33154,1.54785,2.25342,25.9633,14.3509,18,579.743,469.074,10.0002,18.8064,30.0003,18.7283,18.6619,20.6208,46.73,0,10,420,10.1137,117.149,102.97,,,,
62,10907.5,10/17/24,c,radicchio,center,cdc,y,12:39:42,none,0.000515822,0.515821738,8.039280445,411.784,271.9863919,27.79224743,42.07711545,0.095467894,2.963830939,0.093791859,0.058768046,70.98675685,14.86180112,14.3388,1.63988623,65.17234493,1.085413089,1.665450415,0.554473141,-22.74773866,38.23680262,2.449427918,88.92524873,2,0,1,0,56249.29015,400.085,339.7673538,0.849237921,0.177429188,6,0.5,0: Broadleaf,2,1729100383,411.784,420.035,10.6223,10.112,408.794,10.1649,600.05,102.095,0.0874924,14.5781,14.3388,999.9,0,0,9987.5,0,0.00152894,400.085,0.692075,0.307925,0,1.4265,0,6365.83,2979.81,36.812,40.937,39.125,39.125,36.562,276.89,123.2,0,1729100363,0,1729100339,12:38:59,1729100337,1729100339,63,0.052,0.003,2.991,0.457,420,10,0.27,0.2,-8.165805366,-0.040605575,0.081981266,1,0.525062439,0.045579847,0.018526196,1,2,2,2-Feb,100,100,2.99,0.4574,2.99065,0,0,0,0.457375714,0,0,0,-1,-1,-1,-1,0.8,0.7,1.03149,2.49146,1.54785,2.33154,1.54785,2.22778,26.1074,14.3422,18,580.226,468.324,9.99964,18.8571,30.0002,18.7916,18.7288,20.6239,47.492,0,10,420,10.1035,117.141,102.962,,,,
63,11031.4,10/17/24,c,radicchio,center,cdc,y,12:41:46,none,0.000462567,0.462566709,5.2062253,414.666,316.4745949,32.33833694,42.37183346,0.088836152,2.965393866,0.087383725,0.054743345,35.48150835,14.51106617,14.0377,1.608210435,65.16364369,1.074403599,1.64877766,0.533806836,-20.39919187,61.50210983,3.928336242,80.51276256,2,0,1,0,56327.61269,199.953,169.8097477,0.849248312,0.177449242,6,0.5,0: Broadleaf,2,1729100507,414.666,420.064,10.5145,10.0568,411.664,10.0572,600.004,102.096,0.0870424,14.4224,14.0377,999.9,0,0,9996.25,0,0.00152894,199.953,0.691736,0.308264,0,1.2597,0,5300.91,1489.06,36.312,41,39,38.875,36.187,138.31,61.64,0,1729100487,0,1729100436,12:40:35,1729100436,1729100432,64,0.012,0,3.002,0.457,420,10,0.65,0.18,-5.2695225,-0.07297621,0.047333752,1,0.466227975,-0.067272507,0.006545696,1,2,2,2-Feb,100,100,3.002,0.4573,3.002,0,0,0,0.457311429,0,0,0,-1,-1,-1,-1,1.2,1.2,1.03271,2.48535,1.54785,2.33154,1.54785,2.29736,26.2104,14.3334,18,580.799,467.141,9.99965,18.8797,30.0001,18.8343,18.7734,20.627,48.0565,0,10,420,10.0467,117.142,102.959,,,,
64,11129.4,10/17/24,c,radicchio,center,cdc,y,12:43:24,none,0.000502052,0.50205166,2.617061951,417.203,370.9208896,37.90391969,42.63342791,0.098854862,2.963825093,0.097058996,0.060820507,17.7345425,14.29908384,13.8772,1.591546575,65.29719938,1.069844049,1.638422565,0.521702526,-22.1404782,71.55205366,4.566522207,71.71264017,2,0,1,0,56298.79453,99.9445,84.8774216,0.849245547,0.177443906,6,0.5,0: Broadleaf,2,1729100605,417.203,420.03,10.4693,9.97242,414.238,10.0168,599.898,102.101,0.0876897,14.325,13.8772,999.9,0,0,9986.88,0,0.00152894,99.9445,0.691827,0.308173,0,1.2365,0,4688.79,744.314,35.937,41.062,38.875,39.062,35.937,69.14,30.8,0,1729100585,0,1729100556,12:42:35,1729100556,1729100555,65,-0.037,-0.005,2.965,0.453,420,10,0.55,0.16,-2.757289,-0.092930657,0.060025414,1,0.453844775,-0.049807171,0.011184468,1,2,2,2-Feb,100,100,2.965,0.4525,2.965285714,0,0,0,0.452533,0,0,0,-1,-1,-1,-1,0.8,0.8,1.03271,2.48901,1.54785,2.33032,1.54785,2.18994,26.2928,14.3159,18,580.677,466.541,9.99976,18.8715,30.0001,18.8416,18.7847,20.6307,48.8634,0,10,420,9.96898,117.146,102.962,,,,
65,11229.4,10/17/24,c,radicchio,center,cdc,y,12:45:04,none,0.000418786,0.418786343,1.07966753,418.733,394.00458,40.26326802,42.7902615,0.081931877,2.961851833,0.080693289,0.050543028,8.844392706,14.27815507,13.8776,1.591587915,65.1518287,1.068139383,1.639461861,0.523448532,-18.46847772,73.00540158,4.662629011,68.04394557,2,0,1,0,56236.51586,49.8325,42.32102316,0.849265503,0.17748242,6,0.5,0: Broadleaf,2,1729100705,418.733,419.988,10.4525,10.0381,415.754,10.0034,600.013,102.102,0.0878477,14.3348,13.8776,999.9,0,0,9975.62,0,0.00152894,49.8325,0.691139,0.308861,0,1.5551,0,4388.93,371.024,35.562,41.125,38.687,39.187,35.75,34.44,15.39,0,1729100685,0,1729100656,12:44:15,1729100656,1729100654,66,0.014,-0.004,2.979,0.449,420,10,0.43,0.17,-1.209024175,0.072529092,0.096191303,1,0.416232875,0.084216642,0.014563412,1,2,2,2-Feb,100,100,2.979,0.4491,2.979190476,0,0,0,0.4490295,0,0,0,-1,-1,-1,-1,0.8,0.8,1.03271,2.49878,1.54785,2.33032,1.54785,2.20215,26.396,14.2984,18,580.807,465.303,9.99939,18.8944,30.0001,18.8692,18.8154,20.6379,48.9111,0,10,420,9.99356,117.141,102.953,,,,
66,11360.4,10/17/24,c,radicchio,center,cdc,y,12:47:15,none,0.000379745,0.379744774,-0.941786216,420.831,437.834181,44.74243464,43.00487337,0.074150049,2.9692647,0.073136494,0.045800219,0,14.21076261,13.8441,1.588128922,65.03271161,1.064414839,1.636737593,0.523714083,-16.74674453,74.43673431,4.740708708,62.43069849,2,0,1,0,56468.56422,0,0,0,0,6,0.5,0: Broadleaf,2,1729100836,420.831,420.049,10.416,10.0402,417.86,9.96441,599.983,102.103,0.0873647,14.3091,13.8441,999.9,0,0,10017.5,0,0.00152894,0,0,0,0,-0.96,0,4106.22,5.71,35.125,41.125,38.437,39.437,35.5,0,0,0,1729100816,0,1729100752,12:45:52,1729100750,1729100752,67,-0.008,0.003,2.971,0.452,420,10,0.23,0.16,0.831198875,-0.087681692,0.048981199,1,0.38087595,-0.036203189,0.003515154,1,2,2,2-Feb,100,100,2.971,0.4516,2.97085,0,0,0,0.451578,0,0,0,-1,-1,-1,-1,1.4,1.4,1.03271,2.49146,1.54785,2.33032,1.54785,2.20093,26.5405,14.2896,18,581.13,464.47,9.99964,18.914,30,18.8929,18.839,20.6404,49.4711,0,10,420,9.9855,117.144,102.955,,,,
67,11939.4,10/17/24,c,radish,center,crc.2,y,12:56:54,none,0.001527847,1.52784709,16.91027776,402.47,292.8843508,29.92936076,41.12773452,0.265456258,2.966882407,0.252931787,0.159158388,283.880493,15.65211183,14.6728,1.675663439,64.87279548,1.066672376,1.644252214,0.608991063,-67.37805667,-46.8495203,-3.00019228,166.6527238,54,9,1,0,56381.72242,1599.91,1358.7093,0.849241082,0.177435289,6,0.5,0: Broadleaf,2,1729101415,402.47,419.993,10.4383,8.92659,399.353,10.0374,600.075,102.105,0.0833234,14.3799,14.6728,999.9,0,0,10003.8,0,0.00152894,1599.91,0.691964,0.308036,0,0.7515,0,9361.51,11915.5,39.125,40.375,39.812,40.375,38.187,1107.08,492.83,0,1729101395,0,1729101341,12:55:40,1729101338,1729101341,68,0.147,-0.051,3.118,0.401,420,9,0.08,0.04,-17.583845,-0.067346341,0.128110944,1,1.49788075,0.083360488,0.008051819,1,2,2,2-Feb,100,100,3.117,0.4009,3.1176,0,0,0,0.4008995,0,0,0,-1,-1,-1,-1,1.3,1.2,1.03516,2.5,1.54785,2.3291,1.54785,2.28027,27.9128,14.1846,18,524.156,464.004,10.0001,19.0508,30.0006,19.1416,19.1022,20.6909,41.9072,0,10,420,9.00677,117.02,102.808,,,,
68,12087.4,10/17/24,c,radish,center,crc.2,y,12:59:22,none,0.00141866,1.418660206,16.6883064,402.784,290.465181,29.68262671,41.1604829,0.254698829,2.965787494,0.243141084,0.152957884,248.408655,15.42617752,14.4931,1.656330126,65.14968395,1.068028201,1.639345176,0.588301925,-62.5629151,-25.48671074,-1.630820036,158.7282091,54,9,1,0,56357.27883,1400.01,1188.9447,0.849240148,0.177433486,6,0.5,0: Broadleaf,2,1729101563,402.784,420.047,10.4514,9.0473,399.633,10.0455,599.886,102.106,0.0839651,14.3337,14.4931,999.9,0,0,9997.5,0,0.00152894,1400.01,0.691998,0.308002,0,1.1193,0,8230.55,10426.9,39.562,40.562,40.312,40.875,38.687,968.8,431.21,0,1729101543,0,1729101488,12:58:07,1729101488,1729101477,69,0.033,0.005,3.15,0.406,420,9,0.06,0.05,-17.151,-0.015885929,0.127337583,1,1.3911755,0.067118724,0.006537234,1,2,2,2-Feb,100,100,3.151,0.4059,3.150333333,0,0,0,0.405993,0,0,0,-1,-1,-1,-1,1.2,1.4,1.03638,2.5,1.54785,2.3291,1.54785,2.28271,27.8919,14.1671,18,523.61,465.299,9.99955,19.2096,30.0004,19.3042,19.2612,20.7004,39.2668,0,10,420,9.10612,116.984,102.774,,,,
69,12213.4,10/17/24,c,radish,center,crc.2,y,13:01:28,none,0.001361305,1.361304647,16.15789767,403.247,292.9497544,29.93686907,41.20827023,0.25095007,2.964370541,0.239716874,0.150790398,212.903442,15.17816657,14.3097,1.636801149,65.14271456,1.064146988,1.633562548,0.572654162,-60.03353492,-4.890343425,-0.31267961,147.666884,53,9,1,0,56324.6227,1199.89,1018.9962,0.849241347,0.1774358,6,0.5,0: Broadleaf,2,1729101689,403.247,419.951,10.4133,9.0664,400.074,10.0014,600.102,102.107,0.084139,14.2791,14.3097,999.9,0,0,9989.38,0,0.00152894,1199.89,0.691956,0.308044,0,1.0046,0,7193.37,8936.35,39.812,40.812,40.562,41.375,38.937,830.27,369.62,0,1729101669,0,1729101617,13:00:17,1729101617,1729101617,70,0.022,0.006,3.173,0.412,420,9,0.21,0.05,-16.66502,0.088867542,0.099342985,1,1.3399275,0.033926904,0.003285571,1,2,2,2-Feb,100,100,3.173,0.4119,3.17265,0,0,0,0.411891,0,0,0,-1,-1,-1,-1,1.2,1.2,1.03638,2.4939,1.54785,2.3291,1.54785,2.21069,28.1852,14.1495,18,525.316,465.935,10.0014,19.3239,30.0003,19.4237,19.3828,20.7203,37.076,0,10,420,9.076,116.964,102.752,,,,
70,12322.9,10/17/24,c,radish,center,crc.2,y,13:03:18,none,0.001303092,1.303091796,15.82080383,403.785,295.3760869,30.18531965,41.2639338,0.249823859,2.963740697,0.238686605,0.150138387,177.4332569,14.91102933,14.0814,1.612774055,65.33263766,1.062161667,1.625774965,0.550612388,-57.4663482,19.79688925,1.264050039,141.027848,53,9,1,0,56319.85313,999.983,849.2271553,0.849241592,0.177436273,6,0.5,0: Broadleaf,2,1729101798,403.785,420.132,10.3937,9.10415,400.582,9.98441,599.999,102.109,0.0838348,14.2053,14.0814,999.9,0,0,9985.62,0,0.00152894,999.983,0.691948,0.308052,0,1.5866,0,6228.9,7447.47,39.75,41,40.75,41.687,39,691.94,308.05,0,1729101778,0,1729101741,13:02:20,1729101739,1729101741,71,0.03,-0.003,3.202,0.409,420,9,0.13,0.05,-16.08170976,0.068437631,0.102446002,1,1.281681463,0.097000139,0.012044804,1,2,2,2-Feb,100,100,3.203,0.4093,3.2025,0,0,0,0.409269,0,0,0,-1,-1,-1,-1,1,1,1.03638,2.49023,1.54785,2.3291,1.54785,2.28027,28.4794,14.1408,18,524.561,466.183,9.99924,19.4177,30.0003,19.5214,19.4791,20.7181,35.6791,0,10,420,9.08406,116.949,102.736,,,,
71,12448.9,10/17/24,c,radish,center,crc.2,y,13:05:24,none,0.001290201,1.29020103,14.78896732,404.716,304.9957002,31.16910521,41.36004402,0.254579628,2.96906804,0.243044571,0.152895677,141.955995,14.59946044,13.8548,1.589233016,65.25912258,1.053745219,1.614709449,0.535487797,-56.89786543,39.23276391,2.496220264,126.7871137,53,9,1,0,56503.86203,800.07,679.4499,0.849238067,0.177429469,6,0.5,0: Broadleaf,2,1729101924,404.716,420.028,10.3111,9.03413,401.471,9.90136,599.966,102.111,0.0842283,14.0999,13.8548,999.9,0,0,10015.6,0,0.00152894,800.07,0.692067,0.307933,0,1.5192,0,5265.94,5958.85,39.5,41.125,40.812,41.875,38.875,553.7,246.37,0,1729101904,0,1729101859,13:04:18,1729101856,1729101859,72,0.043,0,3.245,0.41,420,9,0.14,0.05,-15.18737073,-0.036666899,0.137631887,1,1.277261707,-0.013880906,0.001671062,1,2,2,2-Feb,100,100,3.245,0.4097,3.24525,0,0,0,0.4097255,0,0,0,-1,-1,-1,-1,1.1,1.1,1.03638,2.49512,1.54785,2.3291,1.54785,2.20703,28.7745,14.1233,18,525.451,466.452,9.99919,19.5129,30.0003,19.6243,19.5841,20.7198,34.658,0,10,420,9.05881,116.932,102.722,,,,
72,12555.9,10/17/24,c,radish,center,crc.2,y,13:07:11,none,0.00124034,1.240339928,13.19254593,406.382,316.9119163,32.38624066,41.5294742,0.253842355,2.966828022,0.242364157,0.152465612,106.450485,14.31457784,13.6333,1.56651432,65.41931885,1.050219007,1.605365243,0.516295313,-54.69899082,60.31625216,3.834335136,115.9020815,53,9,1,0,56452.73176,599.93,509.4861,0.849242578,0.177438176,6,0.5,0: Broadleaf,2,1729102031,406.382,420.077,10.2768,9.04935,403.107,9.86745,600.07,102.109,0.0841931,14.0104,13.6333,999.9,0,0,10003.1,0,0.00152894,599.93,0.691915,0.308085,0,1.3797,0,4336.17,4467.98,39.187,41.187,40.812,42,38.687,415.1,184.83,0,1729102011,0,1729101975,13:06:14,1729101973,1729101975,73,0.03,0,3.276,0.409,420,9,0.14,0.05,-13.60507073,-0.080374913,0.093671768,1,1.226514878,0.044865784,0.006325769,1,2,2,2-Feb,100,100,3.275,0.4093,3.2755,0,0,0,0.4093055,0,0,0,-1,-1,-1,-1,1,0.9,1.03638,2.49268,1.54785,2.3291,1.54785,2.21436,29.0494,14.1145,18,525.552,466.642,9.99973,19.599,30.0004,19.7148,19.6761,20.7155,33.2608,0,10,420,9.00621,116.92,102.705,,,,
73,12654.5,10/17/24,c,radish,center,crc.2,y,13:08:49,none,0.001211075,1.211075222,10.10252027,409.266,340.733947,34.81966617,41.82296956,0.256576644,2.965125233,0.244849573,0.154039942,70.96233212,13.99473938,13.4157,1.544474199,65.62521047,1.045426063,1.593025083,0.499048136,-53.40841729,76.05940465,4.829404573,98.44272406,52,9,1,0,56423.8362,399.928,339.6358015,0.849242367,0.177437769,6,0.5,0: Broadleaf,2,1729102130,409.266,419.862,10.2302,9.03176,405.956,9.82194,600.123,102.106,0.0841882,13.8915,13.4157,999.9,0,0,9993.75,0,0.00152894,399.928,0.691932,0.308068,0,0.6582,0,3413.14,2978.48,36.125,38.375,38.125,37.437,36,276.72,123.21,0,1729102110,0,1729102081,13:08:00,1729102080,1729102081,74,0.035,-0.001,3.31,0.408,420,9,0.21,0.05,-10.65658293,0.002358188,0.085516408,1,1.186331707,0.066939721,0.007475682,1,2,2,2-Feb,100,100,3.31,0.4083,3.31025,0,0,0,0.408266,0,0,0,-1,-1,-1,-1,0.8,0.8,1.03638,2.50122,1.54785,2.32788,1.54785,2.22778,29.1766,14.1058,18,526.056,466.075,9.99962,19.7067,30.0005,19.8218,19.7839,20.7183,32.4748,0,10,420,8.98319,116.893,102.682,,,,
74,12821,10/17/24,c,radish,center,crc.2,y,13:11:36,none,0.001190502,1.190502013,5.892423851,413.773,372.6083066,38.07771878,42.28443557,0.257379983,2.970338461,0.245600867,0.154513919,35.45369179,13.5473895,13.1146,1.514426461,65.38578191,1.025224321,1.567962164,0.48920214,-52.50113875,85.33694713,5.393560798,73.68306097,52,9,1,0,56632.00127,199.805,169.6832538,0.849244282,0.177441464,6,0.5,0: Broadleaf,2,1729102296,413.773,420.157,10.0323,8.85393,410.454,9.62996,600.096,102.108,0.0843508,13.6475,13.1146,999.9,0,0,10023.1,0,0.00152894,199.805,0.691855,0.308145,0,2.0408,0,2495.02,1488.02,35.5,39.375,37.875,39.062,35.625,138.24,61.57,0,1729102276,0,1729102217,13:10:17,1729102217,1729102215,75,0.009,-0.006,3.32,0.402,420,9,0.24,0.06,-6.18136475,0.009494522,0.11020113,1,1.18123275,-0.022809343,0.002349876,1,2,2,2-Feb,100,100,3.319,0.4023,3.3196,0,0,0,0.4023185,0,0,0,-1,-1,-1,-1,1.3,1.4,1.03638,2.50366,1.54785,2.32788,1.54785,2.28027,28.6058,14.097,18,526.34,466.318,9.99945,19.8854,30.0002,20.0014,19.959,20.7155,31.9182,0,10,420,8.84292,116.859,102.651,,,,
