obs,elapsed,date,treatment,crop,row,unique_id,KEEP,time,averaging,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,gsw:MN,gsw:SLP,gsw:SD,gsw:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
91,13121.9,10/16/24,p,radicchio,nine,pd9,y,10:31:08,15,0.00111779,1.11778985,15.52784788,575.7496129,436.4766029,44.26968518,58.39546481,0.194160279,3.120807116,0.18341835,0.115554162,284.761439,14.83937833,14.26550968,1.632126001,65.73287086,1.022107894,1.554941814,0.610018107,-49.29453241,-125.5348859,-7.59218514,102.3398355,30,5,1,0,56064.94837,1600.008065,1361.142741,0.850709925,0.177975002,9,33,0: Broadleaf,2,1729009861,575.7496129,600.0002581,10.07746452,8.418119677,572.6036129,10.28119355,600.1602581,101.3249677,0.100137029,13.51938387,14.26550968,999.9,0,0,9993.748387,402.5062258,329.5250968,-23.87823871,581.9870645,605.0940645,1.659345484,600.0002581,8.418119677,1.021098387,0.852965161,7.220926129,4.620679677,1600.008065,0.642999677,0.357000226,15,26723.14839,1729009892,10:31:31,1729009892,1729009638,92,-0.371,-0.001,3.146,-0.214,600,9,0.09,0.05,0,0,0,0,0,0,0,3.24489,2.77949,0.126373,0.132281,0.066985,0.0586463,22528.7,21966.6,24751.7,22518.9,34187.6,27024.4,40521.9,31163.4,2.28593,2.04623,0.07689,0,12.9296,999.9,45.6,21,11.233,63.8235,15.1643,1,-0.763801,0.925278,20.3747,5.23182,11.9316,4.97935,3.28142,9999,9999,9999,999.9,4.97149,1.86067,1.86615,1.85728,1.86188,1.86249,1.86325,1.85926,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.146,-0.204,3.364534648,0.000678439,-9.11E-07,3.42E-10,-0.192971473,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1.5,3.9,1.39771,2.34009,1.50024,2.2998,1.4502,2.51953,25.0409,14.6311,19,566.947,428.603,11.9957,16.8517,29.9991,16.9127,16.8955,27.995,22.4115,7.98985,12,600,8.4011,102.414,102.25
134,19102.9,10/17/24,p,radish,ten,pr10,y,13:00:31,15,0.0027052,2.70520096,15.5338811,379.248367,280.761095,28.6883854,38.7518908,0.28517905,3.34802165,0.26402224,0.16678917,284.759059,13.0217235,12.7522667,1.47895059,31.0737927,0.44183545,1.42189095,1.03711514,-119.29936,-108.1445,-6.0052391,51.3099587,19,3,1,0,56798.0312,1599.99467,1361.13147,0.85071,0.17797501,7.5,33,0: Broadleaf,2,1729105223,379.248367,399.934133,4.32405667,0.9594566,376.721567,4.441562,600.406467,102.085233,0.09553844,12.1531233,12.7522667,999.9,0,0,10001.417,402.903833,96.83742,-20.685708,380.890467,400.318367,3.36460247,399.934133,0.9594566,0.4414222,0.09794632,-4.9444323,-23.054407,1599.99467,0.64299993,0.35700007,15,26722.9333,1729105214,13:00:14,1729105199,1729105214,130,-0.174,-0.002,2.529,-0.098,400,1,0.05,0.02,0,0,0,0,0,0,0,3.24415,2.77734,0.0930085,0.0991114,0.0383091,0.009359,23377.7,22772.1,24741.6,22486.9,35233.6,28413.6,40501.2,31109,2.29745,1.95483,0.0197999,0,12.4255,999.9,26.4,28.7,10.2205,64.3613,15.8694,1,-0.733791,2.02926,20.3642,5.23511,11.9319,4.9802,3.282,9999,9999,9999,999.9,4.97154,1.86111,1.86656,1.85776,1.86218,1.86279,1.86356,1.85959,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.527,-0.1194,2.38230553,0.00067844,-9.11E-07,3.42E-10,-0.0907984,-0.0102945,0.00093241,-3.20E-06,1,2092,0,27,0.5,0.3,1.01318,2.39868,1.50024,2.27051,1.4502,2.4292,30.9335,13.5979,19,579.987,381.841,9.99965,17.2403,29.9996,17.3306,17.3218,20.3028,79.2727,0,10,400,0.72849,102.365,102.085
64,9418.9,10/16/24,p,radicchio,eleven,pd11,y,9:29:25,15,0.000986619,0.986618631,15.69483086,775.3845333,622.0911524,63.07679884,78.61994829,0.178915281,3.120819437,0.169753095,0.106881449,284.7610333,14.12895864,13.54680333,1.557720409,65.87479894,0.975768187,1.481246551,0.581952222,-43.50988164,-129.6963393,-7.784023054,103.7707893,13,2,1,0,56210.45882,1600.005333,1361.140654,0.850710073,0.177975053,9,33,0: Broadleaf,2,1729006158,775.3845333,800.0701333,9.623455333,8.158016333,771.492,9.845884333,600.1011,101.2964333,0.098351973,12.77594667,13.54680333,999.9,0,0,9996.62,402.8216333,343.7131667,-24.68557667,782.9189333,806.6508667,1.465439667,800.0701333,8.158016333,0.974822167,0.8263783,6.545391667,4.16864,1600.005333,0.6429995,0.357000567,13,26723.11,1729006133,9:28:52,1729006133,1729006131,65,0.627,-0.005,3.89,-0.231,800,8,0.07,0.05,0,0,0,0,0,0,0,3.24756,2.78145,0.155708,0.161554,0.0652881,0.057645,21866.3,21315.5,24847.8,22605.5,34377.6,27158.9,40671.3,31286,2.36672,2.1284,0.103228,0,11.8034,999.9,66.7,15.7,11.7873,63.3155,14.6755,1,-0.940744,0.354126,20.3745,5.23197,11.9261,4.9808,3.28155,9999,9999,9999,999.9,4.97139,1.86033,1.86574,1.85669,1.86157,1.86217,1.86296,1.85883,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.892,-0.2226,3.754526564,0.000678439,-9.11E-07,3.42E-10,-0.208405524,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.6,0.6,1.76025,2.33276,1.50024,2.31079,1.4502,2.49634,19.1534,15.0952,19,587.695,449.604,11.9981,14.3832,30,14.3084,14.2814,35.2548,34.9398,60.279,12,800,8.09087,102.799,102.648
94,16130.9,10/15/24,p,radish,eleven,pr11.2,y,11:38:27,15,0.001817068,1.81706778,15.73261193,395.3156452,299.2156611,30.10482369,39.77367949,0.293175149,3.103799228,0.269254673,0.170277002,284.7593756,15.83522383,15.32698387,1.747730387,64.30723652,1.078281908,1.676766047,0.669448479,-80.1326891,-107.7602041,-6.629435761,90.23704665,57,9,1,0,55402.90686,1599.996774,1361.133276,0.850710013,0.177974969,9,33,0: Broadleaf,2,1728927499,395.3156452,419.9851935,10.71718065,8.021537419,391.9966452,10.87635161,600.1664194,100.512129,0.100330839,14.68299355,15.32698387,999.9,0,0,9996.130968,403.8107742,1562.966129,-23.42006129,400.8613548,423.3813226,2.695642581,419.9851935,8.021537419,1.077206774,0.806261032,8.00469871,3.818012581,1599.996774,0.643000516,0.356999516,19,26722.96774,1728927532,11:38:52,1728927532,1728916237,92,-1.253,-0.037,3.319,-0.179,420,4,0.11,0.02,0,0,0,0,0,0,0,3.24301,2.78118,0.0946182,0.100977,0.0692255,0.0559911,23304.2,22735,24713.1,22501.2,34056.5,27086.2,40466,31145,2.203,1.98312,0.0654161,0,14.2425,999.9,40.4,24,12.0392,64.0818,15.4808,1,-0.623036,2.3764,20.3584,5.23182,11.9321,4.9793,3.28148,9999,9999,9999,999.9,4.97145,1.8607,1.86618,1.8573,1.86189,1.86249,1.86326,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.319,-0.159,4.421954287,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,6.8,187.8,1.05103,2.38525,1.50024,2.2998,1.4502,2.39746,26.3341,14.2108,19,534.579,410.362,12.0009,18.7592,30.0001,18.7801,18.7859,21.073,34.6603,0,12,420,8.08871,102.265,102.181
72,10163.9,10/16/24,p,radicchio,eleven,pd11,y,9:41:50,15,0.001072853,1.072853381,15.75201411,974.9787097,817.4650568,82.87694189,98.84612583,0.177561375,3.121067858,0.168534414,0.106108445,284.7595639,15.57729805,14.90143226,1.700547687,65.26758646,1.063965649,1.630159329,0.636582038,-47.31283409,-110.1357392,-6.707897358,120.6030932,12,2,1,0,55928.46944,1599.997419,1361.133814,0.850710006,0.177975015,9,33,0: Broadleaf,2,1729006903,974.9787097,1000.173129,10.49453226,8.902306129,970.7821935,10.70704516,600.0622903,101.2851935,0.097662145,14.2468871,14.90143226,999.9,0,0,9998.867742,402.7618065,971.9713871,-25.19549355,985.319129,1009.158387,1.592217419,1000.173129,8.902306129,1.06294129,0.901672516,7.808910968,5.417380645,1599.997419,0.642999806,0.357000194,16.93682581,26722.98065,1729006877,9:41:17,1729006877,1729006877,73,0.438,0,4.193,-0.225,1001,9,0.2,0.06,0,0,0,0,0,0,0,3.2465,2.78281,0.180498,0.186156,0.0694274,0.0613165,21193.2,20662.6,24813.3,22576.8,34178.8,27018.3,40618.7,31246.1,2.35177,2.10315,0.0981614,0,13.2431,999.9,73.8,17,14.1701,63.9354,14.5513,1,-0.875757,1.37173,20.3676,5.23197,11.9268,4.9793,3.28155,9999,9999,9999,999.9,4.97138,1.86039,1.86585,1.85684,1.8617,1.86223,1.86308,1.85889,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.196,-0.2127,4.083826667,0.000678439,-9.11E-07,3.42E-10,-0.205266993,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.6,0.6,2.11304,2.34741,1.50024,2.30835,1.4502,2.45483,20.9573,14.9989,19,589.172,444,11.9997,15.3836,30.0006,15.1738,15.1469,42.3136,42.0369,54.6691,12,1000,8.84627,102.662,102.518
141,19654.9,10/16/24,p,radicchio,eight,pd8,y,12:20:01,15,0.000957243,0.957242626,15.77840201,729.3748,554.7683475,56.29330276,74.01092118,0.155886408,3.33105325,0.149306351,0.093885535,284.7598394,15.36404272,14.73768333,1.682692585,64.51928666,1.040861131,1.613255795,0.641831454,-42.2143998,-117.0305349,-6.66719824,118.8477065,6,1,1,0,56017.82155,1599.998333,1361.134678,0.85071006,0.177975085,7.5,33,0: Broadleaf,2,1729016394,729.3748,749.9638,10.25764667,9.073754667,726.4668,10.46756,600.1963667,101.3716667,0.10006115,14.08600667,14.73768333,999.9,0,0,10000.77267,403.1889,1059.487,-19.68534333,737.847,756.8311333,1.183888,749.9638,9.073754667,1.039833333,0.919821433,7.486805,5.704644,1599.998333,0.642998967,0.357001067,16,26722.98333,1729016425,12:20:24,1729016425,1729016199,140,-0.901,-0.002,2.908,-0.219,750,9,0.1,0.06,0,0,0,0,0,0,0,3.24438,2.782,0.14874,0.153943,0.0680796,0.0622923,21936.9,21390.4,24735.6,22490.4,34126.4,26879.8,40497,31117.9,2.32512,2.0421,0.0633374,0,13.7047,999.9,45.2,21.2,11.2663,64.0326,14.9199,1,-0.732142,1.8063,20.3656,5.23436,11.9321,4.9799,3.282,9999,9999,9999,999.9,4.97147,1.86055,1.86602,1.85711,1.86184,1.86235,1.86322,1.85913,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.908,-0.2099,3.668637217,0.000678439,-9.11E-07,3.42E-10,-0.200649389,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,3.4,3.4,1.68945,2.3645,1.50024,2.2937,1.4502,2.36328,23.6372,13.8956,19,596.618,428.383,12.0018,17.2659,30.0007,17.1333,17.1159,33.8213,26.1069,52.6328,12,750,9.08077,102.349,102.109
45,6804.5,10/15/24,p,radish,nine,pr9,n,9:03:00,15,0.003438083,3.438082959,15.89804222,971.1946774,926.6434952,93.40584511,97.89661298,0.836859142,3.106853936,0.668325231,0.43007848,284.7607412,12.0026182,11.7996871,1.38914768,65.41831548,0.876426026,1.339725762,0.512721654,-151.6194585,-91.72281899,-5.435424953,35.98303876,148,25,1,0,56151.61528,1600.004839,1361.140068,0.85070997,0.177974925,9,33,0: Broadleaf,2,1728918173,971.1946774,1000.042871,8.694685806,3.583719355,965.3296774,8.868266774,600.1547742,100.7001935,0.100001565,11.25207742,11.7996871,999.9,0,0,9991.509032,399.2732903,541.5719355,-29.39672258,979.1595806,1003.64,5.110966452,1000.042871,3.583719355,0.875557677,0.360881839,4.995139355,-7.093978065,1600.004839,0.643001,0.356999,13,26723.11935,1728918201,9:03:20,1728918201,1728916237,43,0.552,-0.037,5.865,-0.179,1000,4,0.04,0.02,0,0,0,0,0,0,0,3.24857,2.7814,0.17922,0.185639,0.0601393,0.0295253,21312.2,20791.2,24906.2,22697,34649.5,28106.5,40763.3,31421.9,2.11072,2.1174,0.0445247,0,11.0482,999.9,35.3,16.6,6.64566,64.0348,14.2708,1,-1.00794,0.764828,20.3727,5.23586,11.9318,4.9812,3.28205,9999,9999,9999,999.9,4.97139,1.86035,1.86583,1.85673,1.86159,1.86218,1.86302,1.85883,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,5.865,-0.1736,5.203008628,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,32.4,2.11792,2.35352,1.50024,2.31934,1.4502,2.38159,19.514,15.3666,19,424.44,433.321,9.99953,13.5099,30.0004,13.4233,13.3932,42.4228,43.7637,17.124,10,1000,3.54697,103.035,103.081
144,20288.9,10/16/24,p,radicchio,eight,pd8.2,y,12:30:35,15,0.002118408,2.118408401,15.93585649,778.0476,709.6470312,72.01410387,78.95530907,0.454581951,3.333662926,0.402959168,0.256015837,284.760136,14.54977566,13.39736333,1.542629447,65.23540188,1.015867648,1.557233679,0.526761798,-93.4218105,25.99534237,1.4652816,218.7989495,75,12,1,0,56183.14783,1600,1361.136054,0.850710034,0.177975085,7.5,33,0: Broadleaf,2,1729017028,778.0476,800.0186333,10.01064267,7.390221667,775.0798,10.21242433,600.2475667,101.3816,0.097164377,13.54200333,13.39736333,999.9,0,0,10010.70833,399.2299667,758.8911333,-21.97091,785.9147667,805.9751,2.620415667,800.0186333,7.390221667,1.0148949,0.749232567,7.127214333,2.777837333,1600,0.642998867,0.357001133,15,26723.02,1729017017,12:30:16,1729017012,1729017017,143,0.405,-0.004,2.965,-0.217,800,7,0.09,0.04,0,0,0,0,0,0,0,3.24419,2.77845,0.155057,0.16047,0.0673095,0.0523021,21754.4,21209.3,24714.5,22474.3,34127.6,27150.8,40464.2,31095.3,2.18913,2.04042,0.0111386,0,13.2082,999.9,47.7,19.8,10.905,63.9626,14.9519,1,-0.695406,1.48352,20.3703,5.23451,11.9321,4.9801,3.282,9999,9999,9999,999.9,4.97143,1.86048,1.86598,1.85698,1.86172,1.86232,1.8631,1.85898,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.968,-0.2009,2.830263775,0.000678439,-9.11E-07,3.42E-10,-0.190546555,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.4,0.3,1.77734,2.36938,1.50024,2.29492,1.4502,2.34619,21.9015,13.7993,19,512.89,432.093,11.9994,17.6547,29.9999,17.6179,17.5908,35.5843,36.8328,55.2938,12,800,7.14535,102.265,102.035
139,19371.9,10/16/24,p,radicchio,eight,pd8,y,12:15:18,15,0.001100986,1.100986283,15.97382172,1378.134,1218.990764,123.6842597,139.8316448,0.182710337,3.331317692,0.173738635,0.109357592,284.7592526,15.18338993,14.61010667,1.668896071,64.73912216,1.034478702,1.597918952,0.634417369,-48.55349507,-120.5743142,-6.858694474,108.7727489,7,1,1,0,56052.42347,1599.995667,1361.13224,0.850709954,0.177975015,7.5,33,0: Broadleaf,2,1729016111,1378.134,1399.993333,10.19547667,8.833560333,1374.327333,10.40342333,600.1256333,101.3676333,0.09684312,13.93875,14.61010667,999.9,0,0,10002.27667,402.1043667,1097.311667,-21.86112333,1392.33,1412.471333,1.361919667,1399.993333,8.833560333,1.033491667,0.895436867,7.397276667,5.317595333,1599.995667,0.6429996,0.357000333,16,26722.95667,1729016089,12:14:48,1729016089,1729016088,138,0.279,0.003,3.808,-0.218,1400,9,0.13,0.07,0,0,0,0,0,0,0,3.24497,2.77852,0.22276,0.228126,0.0678443,0.0609352,20052.2,19535.8,24755.2,22506.8,34162.4,26941.1,40527.1,31141.6,2.32932,2.04752,0.0609569,0,13.6251,999.9,42.1,21.7,10.8206,63.5026,15.3125,1,-0.769024,1.53474,20.3683,5.23122,11.9312,4.9802,3.2817,9999,9999,9999,999.9,4.97146,1.86066,1.86614,1.85715,1.86186,1.86244,1.86323,1.85913,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.81,-0.2079,3.706207045,0.000678439,-9.11E-07,3.42E-10,-0.198158374,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.5,0.5,2.82715,2.35229,1.50024,2.29492,1.4502,2.50244,24.1445,13.9482,19,595.823,428.871,12.0033,16.8458,30.0005,16.8476,16.8467,56.5745,24.9111,45.4779,12,1400,8.7477,102.427,102.185
145,20379.4,10/16/24,p,radicchio,eight,pd8.2,y,12:32:06,15,0.002190699,2.190699126,16.03963286,578.4243333,514.3950011,52.20188274,58.69971356,0.480749878,3.330515957,0.423350669,0.26919931,284.7602387,14.53189909,13.41343667,1.544246393,65.87909863,1.025759712,1.557033617,0.51848668,-96.60983144,22.73043764,1.282553751,212.1633986,75,13,1,0,56112.73786,1600.000667,1361.136615,0.85071003,0.177975075,7.5,33,0: Broadleaf,2,1729017118,578.4243333,600.0536,10.10779,7.397623333,575.7183,10.30565333,600.1169667,101.3838333,0.098262383,13.54003,13.41343667,999.9,0,0,9997.325667,399.0778,751.2916333,-21.6292,584.3306667,604.5256667,2.710160667,600.0536,7.397623333,1.024766333,0.750000067,7.273255333,2.792213,1600.000667,0.642999,0.357001,15,26723.03,1729017104,12:31:44,1729017094,1729017104,144,-0.278,0.003,2.705,-0.214,600,7,0.12,0.03,0,0,0,0,0,0,0,3.24364,2.78122,0.126716,0.132117,0.0672073,0.0521052,22484.3,21925.6,24715.6,22475.1,34132.1,27157.2,40465.8,31096.8,2.18937,2.04188,0.014659,0,13.1728,999.9,47.7,19.6,10.7695,64.0426,14.5032,1,-0.698006,1.49589,20.37,5.23496,11.9321,4.98,3.282,9999,9999,9999,999.9,4.97138,1.86045,1.86593,1.85695,1.86172,1.86229,1.8631,1.85898,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.706,-0.1979,2.552340671,0.000678439,-9.11E-07,3.42E-10,-0.187304062,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.5,0.4,1.40259,2.35352,1.50024,2.29492,1.4502,2.5,21.6401,13.7993,19,512.877,432.814,12.0005,17.6264,30,17.6018,17.5774,28.1068,36.2184,55.1185,12,600,7.13971,102.269,102.039
103,14846.9,10/17/24,p,radicchio,ten,pd10,y,11:49:35,15,0.00148076,1.48075819,16.2907225,778.199233,593.020368,60.6023487,79.5262758,0.15511763,3.34692746,0.1486305,0.09345529,284.759708,15.9272372,15.46987,1.76382864,44.9507874,0.75827892,1.68690908,1.00554972,-65.301436,-125.11318,-7.1466611,87.1984332,1,0,1,0,56255.8568,1599.998,1361.13424,0.85070996,0.17797504,7.5,33,0: Broadleaf,2,1729100967,778.199233,799.9973,7.42008933,5.58335967,775.160233,7.59069633,600.158067,102.093,0.09969354,14.77649,15.46987,999.9,0,0,9996.10267,397.9655,1592.18667,-22.18281,783.629033,804.4889,1.836729,799.9973,5.58335967,0.75753913,0.57002203,2.93558867,-1.0111647,1599.998,0.64299927,0.35700067,22,26722.9833,1729100998,11:49:58,1729100998,1729100847,100,0.388,-0.018,3.039,-0.174,800,5,0.09,0.03,0,0,0,0,0,0,0,3.24238,2.78073,0.155554,0.16089,0.0532289,0.0426428,21698.9,21163.7,24672.6,22442.5,34592.5,27393.1,40396.7,31051.1,2.29355,1.95795,0.0244007,0,15.0655,999.9,39.8,26.8,13.7906,64.4036,15.601,1,-0.586062,4.06863,20.3214,5.22897,11.9321,4.9793,3.28155,9999,9999,9999,999.9,4.97149,1.86096,1.86646,1.85763,1.86218,1.86268,1.86347,1.85955,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.039,-0.1706,2.51659207,0.00067844,-9.11E-07,3.42E-10,-0.1447899,-0.0102945,0.00093241,-3.20E-06,1,2092,0,27,2,2.1,1.77734,2.39258,1.50024,2.28149,1.4502,2.53174,30.1147,14.2021,19,602.785,401.339,9.9996,19.3272,29.9996,19.3588,19.3595,35.598,55.4618,0,10,800,5.56732,102.093,101.89
152,21031.5,10/16/24,p,radicchio,eight,pd8.2,y,12:42:58,15,0.00221934,2.219340256,16.33810832,976.9313871,906.536796,91.99837125,99.14224865,0.466034186,3.329630467,0.411879031,0.261783419,284.7597168,14.60109473,13.51825484,1.554827495,64.86307358,1.014925141,1.56471947,0.539902354,-97.87290529,17.48861791,0.987982059,205.3634115,73,12,1,0,56077.97301,1599.998387,1361.134629,0.850710001,0.177975002,7.5,33,0: Broadleaf,2,1729017770,976.9313871,1000.056194,10.00090516,7.255424839,973.6273871,10.20196129,600.2077742,101.3827419,0.100586326,13.61568065,13.51825484,999.9,0,0,9993.730645,398.8882903,736.5789355,-23.377,986.5455161,1007.364516,2.745477742,1000.056194,7.255424839,1.01392,0.735575484,7.117956452,2.521286774,1599.998387,0.642999968,0.357000032,15,26723.00323,1729017803,12:43:23,1729017803,1729017544,151,0.255,0.002,3.304,-0.216,1000,7,0.1,0.03,0,0,0,0,0,0,0,3.24438,2.78034,0.179935,0.185366,0.0666901,0.0523223,21127.4,20590.3,24727.7,22482.9,34168.8,27160.6,40484.9,31106.8,2.19732,2.06012,0.0149384,0,13.2661,999.9,48.8,18.3,10.1592,63.7816,14.2268,1,-0.718402,1.52323,20.3692,5.23167,11.9321,4.9796,3.28142,9999,9999,9999,999.9,4.97139,1.86035,1.86584,1.85684,1.86166,1.86218,1.86309,1.85884,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.304,-0.2011,2.939372278,0.000678439,-9.11E-07,3.42E-10,-0.189687036,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1.5,3.9,2.13257,2.37671,1.50024,2.29736,1.4502,2.40967,20.5561,13.6767,19,515.523,441.683,12.0008,17.4211,30,17.398,17.3824,42.6872,33.1906,55.2139,12,1000,7.24774,102.318,102.073
86,14701.4,10/15/24,p,radish,eleven,pr11,y,11:14:37,15,0.002456782,2.456782315,16.54321427,373.8160323,301.4925335,30.34563988,37.62509992,0.426850414,3.10554954,0.378036031,0.240209028,284.7587905,15.41229195,15.06922258,1.719015937,65.15091943,1.073977834,1.648446167,0.645038103,-108.3441001,-108.8158096,-6.672449396,60.92643137,17,3,1,0,55497.52158,1599.993226,1361.130236,0.850709999,0.177974998,9,33,0: Broadleaf,2,1728926070,373.8160323,400.002129,10.67027419,7.025299677,370.4730323,10.82986129,600.1443871,100.5512581,0.100123023,14.41929032,15.06922258,999.9,0,0,10000.30065,404.8394516,842.5281935,-25.84499032,378.1924516,402.8320968,3.644977742,400.002129,7.025299677,1.072908387,0.706402323,7.945972258,1.953716129,1599.993226,0.643000032,0.356999968,18.04972903,26722.93226,1728926106,11:15:05,1728926106,1728916237,84,-0.344,-0.037,3.343,-0.179,400,4,0.07,0.02,0,0,0,0,0,0,0,3.24333,2.7815,0.0906939,0.0974199,0.0689851,0.0503988,23415.5,22834.3,24723.2,22509.8,34078.4,27258.9,40481.5,31156.7,2.28097,1.98918,0.0767112,0,13.7799,999.9,42.7,22.9,11.9013,63.8017,15.5929,1,-0.638349,2.21749,20.3617,5.23361,11.9321,4.97995,3.282,9999,9999,9999,999.9,4.97148,1.86068,1.86616,1.85729,1.86188,1.86249,1.8633,1.85925,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.343,-0.1597,3.5403501,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,164,1.0083,2.3645,1.50024,2.2998,1.4502,2.3877,25.7167,14.3684,19,583.624,411.424,12,18.5505,30.0001,18.5294,18.5268,20.2286,39.6391,0,12,400,7.06242,102.306,102.22
90,13010.9,10/16/24,p,radicchio,nine,pd9,y,10:29:17,15,0.001164722,1.16472223,16.55250073,773.8629333,623.0970689,63.20282735,78.49551507,0.193500392,3.123865278,0.182839148,0.115185463,284.7592721,15.31475814,14.78688333,1.688039934,65.45412273,1.050611885,1.605111857,0.63742805,-51.36425033,-131.1803351,-7.96777503,94.24691166,31,5,1,0,56044.93654,1599.996,1361.132591,0.850709996,0.17797499,9,33,0: Broadleaf,2,1729009750,773.8629333,800.0350667,10.35765667,8.629238333,770.3629333,10.55913,600.1976333,101.3324,0.100956853,14.00796667,14.78688333,999.9,0,0,10007.026,401.7691667,767.3846667,-26.64338,781.486,806.9988333,1.728417,800.0350667,8.629238333,1.049565667,0.8744208,7.623209,4.976483333,1599.996,0.643000133,0.356999867,16,26722.97333,1729009778,10:29:37,1729009778,1729009638,91,0.474,-0.001,3.5,-0.214,800,9,0.13,0.05,0,0,0,0,0,0,0,3.2446,2.78171,0.154658,0.160605,0.0683586,0.0597993,21791.4,21242.7,24742.6,22511.4,34125.4,26982.2,40508.1,31152.6,2.28183,2.04312,0.0737607,0,13.5142,999.9,47.3,21,11.6501,63.7035,15.3245,1,-0.744964,1.26549,20.3719,5.23466,11.9321,4.98015,3.282,9999,9999,9999,999.9,4.97147,1.86069,1.86616,1.8573,1.86189,1.86249,1.86328,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.5,-0.2017,2.890674937,0.000678439,-9.11E-07,3.42E-10,-0.192971473,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1.9,2,1.7688,2.35718,1.50024,2.30103,1.4502,2.40112,25.3067,14.6311,19,565.932,428.253,11.9974,17.0664,29.9998,17.0525,17.0422,35.4344,23.5893,8.05778,12,800,8.69136,102.378,102.215
