Obs#,Time,Timepoint,Date,configName,configAuthor,Treatment,Veg,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
7,11:12:03,13,10/16/24,Albany,M Sturchio,AV,Radish,0.485199,2.922117,0.416107,4.221938,0.838894,0.758083,1.853492,1.014598,7.480354,8.27775,18.289253,0.29853,1.8,PSF-00495_20241016111203_701,0,0,0,106.552361,169.613602,0.371794,0.5,0.8,151.649689,1,48.48,43.81,15.17,16.25,16.25,101.34,156.8,157.3,-0.4,1020,3.885,11:06:51,10/16/24,-0.13,1,0.005,0.005,-0.016,-2.892,-4.456,-1.449,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.49473,2.442532,1.659961,0.936801,0.40461,0.011792,0.261307,0.964879,106.552361,0.000295,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016111203_701,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
7,11:21:35,13,10/17/24,Albany,M Sturchio,Control,Radicchio,0.152918,2.922334,0.145314,2.286961,0.881935,0.837868,2.462102,1.580167,8.20824,8.639945,24.120169,0.29853,1.8,PSF-00495_20241017112135_683,0,0,0,96.359253,153.860092,0.373722,0.5,0.8,237.074799,1,42.15,40.05,18.16,20.78,20.78,102.08,156.8,157.8,-0.6,1586,3.699,11:19:22,10/17/24,0,1,0.002,0,0.015,-0.201,-0.387,-0.944,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.488547,2.433148,1.660187,0.937983,0.358782,0.028789,0.191105,1.440775,96.359253,0.000286,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017112135_683,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
75,9:56:23,11,10/17/24,Albany,M Sturchio,Control,Radish,0.165955,2.921196,0.157033,1.477677,0.80815,0.779636,1.756462,0.948311,7.639012,7.918406,17.210129,0.29853,1.8,PSF-00495_20241017095623_db7,0,0,0,133.691666,214.537735,0.376838,0.5,0.8,156.510345,1,48.32,46.62,14.64,15.4,15.4,102.06,156.6,144,8.1,1038,3.689,9:53:48,10/17/24,-0.33,1,0.001,0,0.021,-2.032,-2.508,-3.553,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.498958,2.442696,1.659002,0.903627,0.413333,0.008512,0.424461,0.980508,133.691666,0.000284,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017095623_db7,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
52,11:41:38,13,10/17/24,Albany,M Sturchio,AV,Radish,0.449893,2.921215,0.389852,4.79348,0.918854,0.826416,2.155381,1.236528,8.093908,8.999239,21.109772,0.29853,1.8,PSF-00495_20241017114138_dcb,0,0,0,98.193169,158.129456,0.379033,0.5,0.8,208.662201,1,44.91,40.39,17.8,18.63,18.63,102.1,156.6,157.5,-0.5,1376,3.661,11:40:14,10/17/24,-0.23,1,-0.006,-0.001,-0.022,-0.259,-0.653,-1.634,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.489134,2.437304,1.659022,0.937256,0.363955,0.009134,0.342211,1.26458,98.193169,0.000297,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017114138_dcb,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
5,11:10:08,13,10/16/24,Albany,M Sturchio,AV,Radish,0.268364,2.921133,0.245784,2.543121,0.779025,0.730277,1.8143,1.035274,7.205317,7.686296,17.900887,0.29853,1.8,PSF-00495_20241016111008_e8d,0,0,0,74.896935,122.197868,0.387085,0.5,0.8,302.787872,1,45.25,42.42,15.09,15.91,15.91,101.35,156.6,158.5,-1.2,1956,3.904,11:06:51,10/16/24,-0.13,1,0.007,0.005,0.029,0.054,0.239,0.509,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.492694,2.438154,1.658937,0.939828,0.405903,0.009077,0.24439,1.751485,74.896935,0.000289,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016111008_e8d,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
16,13:08:40,15,10/16/24,Albany,M Sturchio,Control,Radish,0.341822,2.921299,0.306015,3.367178,0.788964,0.724424,1.889623,1.100659,7.146401,7.783088,18.641029,0.29853,1.8,PSF-00495_20241016130840_7b0,0,0,0,110.650063,180.792694,0.387973,0.5,0.8,232.52475,1,42.57,39.09,16.24,16.55,16.55,101.37,156.7,156.4,0.2,1498,3.844,13:02:11,10/16/24,-0.24,1,-0.001,0.001,-0.016,-0.695,-1.524,-4.068,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.487501,2.434407,1.659109,0.93442,0.387546,0.003568,0.23489,1.367168,110.650063,0.000297,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016130840_7b0,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
10,11:22:21,13,10/17/24,Albany,M Sturchio,Control,Radicchio,0.165857,2.922324,0.15695,2.838338,0.929236,0.874564,2.742218,1.812982,8.566853,9.102395,26.86158,0.29853,1.8,PSF-00495_20241017112221_be6,0,0,0,84.950211,139.092209,0.389253,0.5,0.8,285.380066,1,44.54,41.92,18.11,22.54,22.54,102.09,156.8,157.7,-0.6,1833,3.695,11:19:22,10/17/24,0,1,0.005,0.005,-0.018,0.268,0.825,2.437,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.491328,2.436434,1.660176,0.937864,0.35944,0.049103,0.198348,1.648358,84.950211,0.00029,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017112221_be6,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
71,11:42:40,13,10/16/24,Albany,M Sturchio,AV,Radicchio,0.260767,2.921247,0.239397,3.470585,0.774956,0.708447,2.222243,1.447287,6.991434,7.64779,21.930592,0.29853,1.8,PSF-00495_20241016114240_11e,0,0,0,111.527321,183.050034,0.390728,0.5,0.8,244.18924,1,43.96,40.19,15.46,19.12,19.12,101.33,156.6,158.3,-1,1562,3.863,11:39:19,10/16/24,-0.18,1,0.009,0.001,-9999,0.205,-1.623,-9999,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.489301,2.436388,1.659056,0.939196,0.399933,0.03986,0.464013,1.421019,111.527321,0.000291,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016114240_11e,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
56,11:37:25,13,10/16/24,Albany,M Sturchio,AV,Radicchio,0.194666,2.920549,0.182501,1.961267,0.74479,0.707167,1.820124,1.075334,6.977803,7.349033,17.959637,0.29853,1.8,PSF-00495_20241016113725_311,0,0,0,86.051346,141.524429,0.391968,0.5,0.8,231.054245,1,43.27,41.08,15.09,15.96,15.96,101.35,156.6,158.5,-1.2,1474,3.863,11:28:35,10/16/24,-0.12,1,-0.002,-0.004,-9999,-0.448,-0.432,-9999,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.490716,2.435426,1.658331,0.939818,0.405963,0.009649,0.431408,1.346447,86.051346,0.0003,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016113725_311,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
71,11:50:08,13,10/17/24,Albany,M Sturchio,AV,Radicchio,0.199613,2.922284,0.18685,3.337853,0.87866,0.814321,2.67096,1.7923,7.975227,8.605354,26.158636,0.29853,1.8,PSF-00495_20241017115008_1fc,0,0,0,113.27684,189.862488,0.403374,0.5,0.8,240.822052,1,41.62,38.57,18.3,22.11,22.11,102.11,156.8,158,-0.8,1493,3.651,11:40:14,10/17/24,-0.23,1,0.009,0.005,0.002,-1.025,-1.541,-1.71,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.486318,2.432691,1.660134,0.938563,0.356706,0.042101,0.397888,1.362305,113.27684,0.000294,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017115008_1fc,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
82,7:40:52,9,10/16/24,Albany,M Sturchio,Control,Spinach,0.482726,2.918621,0.414217,2.083234,0.670669,0.630726,1.174341,0.503673,6.240517,6.635718,11.619146,0.29853,1.8,PSF-00495_20241016074052_550,0,0,0,133.962036,226.064087,0.407416,0.5,0.8,107.80294,1,54.83,51.56,9.89,9.28,9.28,101.07,156.3,158.2,-1.2,662,3.961,7:40:35,10/16/24,-0.44,1,0.001,0.002,-9999,-0.381,-0.827,-9999,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.507224,2.452571,1.656335,0.939006,0.500309,-0.005032,0.366135,0.663792,133.962036,0.000274,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016074052_550,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
89,11:59:08,13,10/17/24,Albany,M Sturchio,AV,Spinach,0.345089,2.920589,0.308623,4.366289,0.911226,0.827005,2.332357,1.421131,8.102196,8.927312,22.850176,0.29853,1.8,PSF-00495_20241017115908_fa3,0,0,0,100.459099,170.258408,0.409961,0.5,0.8,118.075356,1,41.86,37.99,18.79,19.9,19.9,102.07,156.6,157.7,-0.7,720,3.643,11:50:37,10/17/24,-0.19,1,-0.002,0.002,0.03,0.396,0.375,0.622,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.485351,2.432874,1.658372,0.937872,0.349745,0.012149,0.451683,0.712992,100.459099,0.0003,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017115908_fa3,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
21,11:25:54,13,10/17/24,Albany,M Sturchio,Control,Radish,0.236566,2.922712,0.218852,2.954957,0.913513,0.856598,2.270525,1.357012,8.390125,8.947587,22.239113,0.29853,1.8,PSF-00495_20241017112554_796,0,0,0,93.665604,159.47879,0.412677,0.5,0.8,217.009735,1,44.61,41.83,17.82,19.47,19.47,102.1,156.8,156.4,0.3,1315,3.685,11:19:22,10/17/24,0,1,0.006,-0.002,-9999,6.522,4.149,-9999,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.491255,2.436583,1.66058,0.934567,0.363736,0.018068,0.228819,1.212776,93.665604,0.000298,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017112554_796,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
16,11:24:10,13,10/17/24,Albany,M Sturchio,Control,Radicchio,0.182799,2.922035,0.172036,2.696733,0.921434,0.869474,2.494893,1.57346,8.517074,9.026053,24.439135,0.29853,1.8,PSF-00495_20241017112410_c46,0,0,0,89.907646,154.549957,0.418262,0.5,0.8,228.831467,1,44.67,42.15,17.93,20.99,20.99,102.09,156.7,157.3,-0.4,1368,3.689,11:19:22,10/17/24,0,1,0.001,0,0.007,0.219,0.389,0.734,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.491707,2.436646,1.659874,0.936774,0.362059,0.033667,0.214753,1.257413,89.907646,0.000295,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017112410_c46,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
47,11:39:08,13,10/17/24,Albany,M Sturchio,AV,Radicchio,0.285236,2.919956,0.259852,4.63666,0.842236,0.75268,2.632843,1.790607,7.372815,8.250061,25.78981,0.29853,1.8,PSF-00495_20241017113908_834,0,0,0,32.254814,56.150436,0.425564,0.5,0.8,311.636108,1,41.85,37.4,17.54,21.87,21.87,102.09,156.5,158.3,-1.1,1831,3.663,11:29:59,10/17/24,-0.21,1,-0.002,0.004,-0.007,-0.746,-0.707,-1.435,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.48471,2.433131,1.657716,0.939197,0.367806,0.047836,0.324443,1.646551,32.254814,0.000306,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017113908_834,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
14,11:23:33,13,10/17/24,Albany,M Sturchio,Control,Radicchio,0.163803,2.921209,0.155106,2.443323,0.888414,0.84129,2.470102,1.581688,8.240891,8.702496,24.195986,0.29853,1.8,PSF-00495_20241017112333_8a3,0,0,0,76.150063,132.826202,0.426694,0.5,0.8,262.996002,1,42.92,40.64,17.99,20.83,20.83,102.09,156.6,152.8,2.5,1541,3.692,11:19:22,10/17/24,0,1,-0.003,-0.004,0.05,0.284,0.458,1.608,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.489459,2.434228,1.659016,0.925413,0.361222,0.031225,0.209395,1.402942,76.150063,0.000291,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017112333_8a3,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
14,13:14:31,15,10/17/24,Albany,M Sturchio,Control,Spinach,0.272899,2.923066,0.249596,3.304907,0.804488,0.740769,2.137148,1.33266,7.2541,7.878078,20.928373,0.29853,1.8,PSF-00495_20241017131431_873,0,0,0,143.962387,254.183655,0.433628,0.5,0.8,166.914368,1,33.11,30.49,20.56,18.5,18.5,102.12,156.9,156.4,0.3,962,3.643,13:09:19,10/17/24,-0.13,1,0.005,0.003,0.018,-1.267,-0.131,-1.348,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.473612,2.420228,1.66095,0.934561,0.32574,-0.022518,0.206074,0.916628,143.962387,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017131431_873,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
16,9:17:32,11,10/17/24,Albany,M Sturchio,AV,Radish,0.235062,2.918832,0.217543,2.275119,0.793686,0.749683,1.847523,1.053837,7.343607,7.774644,18.097624,0.29853,1.8,PSF-00495_20241017091732_1fd,0,0,0,70.598602,124.767776,0.43416,0.5,0.8,279.070374,1,52.9,49.97,12.97,16.19,16.19,102.09,156.3,158.1,-1.1,1607,3.737,9:10:24,10/17/24,-0.17,1,0.004,0.003,-0.026,-5.892,3.339,2.189,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.504192,2.448983,1.656553,0.938813,0.442064,0.034632,0.151907,1.458469,70.598602,0.000215,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017091732_1fd,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
41,13:24:06,15,10/17/24,Albany,M Sturchio,Control,Radicchio,0.292734,2.92008,0.266062,5.046964,0.848065,0.75059,2.750632,1.902567,7.351718,8.306445,26.941292,0.29853,1.8,PSF-00495_20241017132406_158,0,0,0,74.075462,131.747604,0.437747,0.5,0.8,280.875183,1,37.94,33.58,19.22,22.59,22.59,102.1,156.5,157.8,-0.9,1604,3.631,13:20:04,10/17/24,-0.19,1,0.001,0.001,0.019,0.34,0.924,1.579,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.478604,2.427361,1.657845,0.938127,0.343856,0.037464,0.27818,1.456064,74.075462,0.000293,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017132406_158,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
13,13:14:12,15,10/17/24,Albany,M Sturchio,Control,Spinach,0.223626,2.921446,0.207725,3.763172,0.859299,0.786693,2.677174,1.817874,7.704069,8.415097,26.217499,0.29853,1.8,PSF-00495_20241017131412_52c,0,0,0,120.64183,218.07254,0.446781,0.5,0.8,260.693634,1,35.24,32.27,20.62,22.15,22.15,102.11,156.7,157.1,-0.2,1459,3.601,13:09:19,10/17/24,-0.13,1,0.002,-0.002,0.007,-0.218,-0.033,1.413,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.476346,2.423254,1.659262,0.936166,0.324999,0.01684,0.203486,1.333883,120.64183,0.000301,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017131412_52c,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
69,11:49:45,13,10/17/24,Albany,M Sturchio,AV,Radicchio,0.248969,2.920785,0.229414,4.147987,0.881412,0.801365,2.695215,1.813802,7.848457,8.632432,26.396563,0.29853,1.8,PSF-00495_20241017114945_ae0,0,0,0,95.352531,173.491364,0.45039,0.5,0.8,248.341553,1,41.84,38.04,18.27,22.26,22.26,102.1,156.6,157.6,-0.6,1378,3.652,11:40:14,10/17/24,-0.23,1,-0.001,0.003,0.013,0.032,0.354,1.176,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.485526,2.432999,1.658576,0.937531,0.357188,0.044151,0.395525,1.266429,95.352531,0.000289,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017114945_ae0,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
84,11:55:19,13,10/17/24,Albany,M Sturchio,AV,Radicchio,0.268789,2.920535,0.246136,3.728735,0.866206,0.794237,2.38807,1.521864,7.780059,8.485039,23.392672,0.29853,1.8,PSF-00495_20241017115519_21a,0,0,0,84.238884,154.757385,0.455671,0.5,0.8,167.499786,1,40.52,37.15,18.5,20.28,20.28,102.09,156.6,158.1,-1,919,3.647,11:50:37,10/17/24,-0.19,1,-0.003,0.002,-0.013,-0.034,0.53,0.477,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.484148,2.431074,1.658316,0.938751,0.353842,0.019524,0.428971,0.880201,84.238884,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017115519_21a,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
33,9:18:42,11,10/16/24,Albany,M Sturchio,Control,Radish,0.276532,2.920428,0.252612,1.755971,0.714676,0.68102,1.410904,0.696228,6.728016,7.060517,13.938776,0.29853,1.8,PSF-00495_20241016091842_d1a,0,0,0,69.898369,128.720276,0.456975,0.5,0.8,188.985046,1,50.49,48.11,12.09,12.04,12.04,101.22,156.5,154.7,1.2,1034,3.963,9:14:48,10/16/24,-0.3,1,0.005,0,0.061,-0.02,-0.368,-1.602,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.501717,2.44611,1.658205,0.93033,0.458106,0.000289,0.385243,0.976794,69.898369,0.00029,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016091842_d1a,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
84,7:41:39,9,10/16/24,Albany,M Sturchio,Control,Spinach,0.249832,2.920171,0.230142,1.227556,0.658453,0.63494,1.192657,0.534204,6.281686,6.514304,11.79937,0.29853,1.8,PSF-00495_20241016074139_d84,0,0,0,141.779419,262.384399,0.45965,0.5,0.8,122.2061,1,53.74,51.82,9.91,9.51,9.51,101.08,156.5,158.6,-1.3,665,3.998,7:40:35,10/16/24,-0.44,1,0,0.004,0.008,0.037,0.058,1.441,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.507591,2.451123,1.657938,0.94013,0.499821,-0.002972,0.370956,0.666452,141.779419,0.000284,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016074139_d84,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
81,9:54:24,11,10/16/24,Albany,M Sturchio,AV,Spinach,0.167937,2.922419,0.158811,1.394439,0.734765,0.708068,1.613788,0.879023,6.990832,7.254408,15.933098,0.29853,1.8,PSF-00495_20241016095424_233,0,0,0,82.980034,154.203064,0.461878,0.5,0.8,336.118134,1,50.73,48.89,12.43,14.09,14.09,101.29,156.8,159.1,-1.5,1819,3.918,9:47:39,10/16/24,-0.23,1,-0.005,0.004,-0.025,0.576,0.924,2.179,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.502759,2.446274,1.660275,0.941263,0.451724,0.017974,0.580473,1.636951,82.980034,0.000288,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016095424_233,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
80,9:53:27,11,10/16/24,Albany,M Sturchio,AV,Spinach,0.209248,2.920676,0.195259,1.458445,0.710434,0.682463,1.458964,0.74853,6.737117,7.013238,14.402548,0.29853,1.8,PSF-00495_20241016095327_41f,0,0,0,105.387924,199.863556,0.472701,0.5,0.8,17.885799,1,49.38,47.44,12.33,12.54,12.54,101.3,156.6,158.9,-1.5,95,3.92,9:47:39,10/16/24,-0.23,1,-0.001,0.005,0.021,-0.496,0.126,0.788,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.500679,2.444479,1.658463,0.940867,0.453591,0.002963,0.574325,0.187288,105.387924,0.000296,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016095327_41f,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
78,13:48:38,15,10/16/24,Albany,M Sturchio,Control,Spinach,0.262339,2.92184,0.240725,2.111174,0.719462,0.678972,1.598599,0.879137,6.695847,7.095147,15.764961,0.29853,1.8,PSF-00495_20241016134838_036,0,0,0,106.920364,208.359711,0.486847,0.5,0.8,27.251038,1,41.9,39.54,15.05,13.95,13.95,101.4,156.7,158.3,-1,140,3.795,13:48:11,10/16/24,-0.29,1,0,0,-0.007,-0.025,0.02,0.134,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.48842,2.433769,1.659673,0.939302,0.406588,-0.011104,0.497197,0.225399,106.920364,0.000304,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016134838_036,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
42,7:15:22,9,10/16/24,Albany,M Sturchio,Control,Radish,0.230391,2.921683,0.213551,1.151252,0.637113,0.615084,1.17714,0.540027,6.085164,6.303108,11.645718,0.29853,1.8,PSF-00495_20241016071522_89e,0,0,0,107.743622,210.945724,0.489235,0.5,0.8,67.128967,1,49.37,47.67,10.69,9.32,9.32,101.08,156.7,158.8,-1.3,343,4.035,7:06:23,10/16/24,-0.26,1,-0.002,0.001,0.017,-0.131,-0.182,-0.381,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.501395,2.444843,1.659508,0.94046,0.484534,-0.012855,0.196937,0.396105,107.743622,0.000294,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016071522_89e,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
