plot.code.2024,plot.code.2025,row,type,date,marketability,treatment,number,shoot.mass,root.mass ,smallest.diameter,largest.diameter,herbivory,splitting,pitting,chambering,russeting,foliage.herbivory,too.small,notes,dhoot.dry.biomass,root.dry.biomass
P11,P8,West,Standard,11/5/24,Marketable,PV,0,,,,,,,,,,,,,,
P11,P8,West,Standard,11/5/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P11,P8,East,Weedy Check,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P11,P8,East,Weedy Check,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P11,P8,Center,Weedy Check,11/12/24,Marketable,PV,1,15.8,11.2,0.8,0.8,0,0,0,0,1,0,,,1.581,0.953
P11,P8,Center,Weedy Check,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P11,P8,West,Weedy Check,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P11,P8,West,Weedy Check,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P11,P8,East,New Emergence,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P11,P8,East,New Emergence,11/12/24,Unmarketable,PV,1,5.5,10.8,0.7,0.7,1,0,0,0,1,0,,,0.542,0.909
P11,P8,Center,New Emergence,11/12/24,Marketable,PV,1,8.5,9.8,0.8,0.8,0,0,0,0,0,0,,,1.088,1.189
P11,P8,Center,New Emergence,11/12/24,Unmarketable,PV,1,10.5,10.7,1,1,1,0,0,0,1,0,,,1.162,0.804
P11,P8,West,New Emergence,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P11,P8,West,New Emergence,11/12/24,Unmarketable,PV,2,7.3,13.8,0.7,0.8,2,0,0,0,2,0,,,0.641,1.055
P11,P8,East,Standard,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P11,P8,East,Standard,11/12/24,Unmarketable,PV,2,24.7,31.3,0.8,1,1,0,0,0,2,0,,,2.25,2.258
P11,P8,Center,Standard,11/12/24,Marketable,PV,1,9.9,11.1,1,1,0,0,0,0,1,0,,,0.936,1.017
P11,P8,Center,Standard,11/12/24,Unmarketable,PV,1,5.9,5.7,0.8,0.8,1,0,0,0,1,0,,,0.573,0.547
P11,P8,West,Standard,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P11,P8,West,Standard,11/12/24,Unmarketable,PV,1,5.6,8,0.7,0.7,0,0,0,0,1,0,,,0.602,0.794
P11,P8,East,Weedy Check,12/2/24,Too small,PV,2,3.4,1.2,,,,,,,,,,,0.453,0.154
P11,P8,East,Weedy Check,12/2/24,Unmarketable,PV,4,5,13.9,0.45,0.77,4,,1,,2,,,,0.671,0.989
P11,P8,Center,Weedy Check,12/2/24,Too small,PV,4,3,0.5,,,,,,,,,,,0.309,0.065
P11,P8,Center,Weedy Check,12/2/24,Unmarketable,PV,5,11.3,8.9,0.33,0.66,3,,1,,4,,,,1.358,0.851
P11,P8,West,Weedy Check,12/2/24,Too small,PV,2,2.4,0.5,,,,,,,,,,,0.289,0.076
P11,P8,West,Weedy Check,12/2/24,Unmarketable,PV,4,10.8,7.4,0.29,0.61,2,,,,4,,,,1.341,0.765
P11,P8,East,New Emergence,12/2/24,Too small,PV,2,0.7,0.3,,,,,,,,,,,0.093,0.037
P11,P8,East,New Emergence,12/2/24,Unmarketable,PV,3,8.4,7.1,0.28,0.6,1,,,,2,,,,0.103,0.873
P11,P8,Center,New Emergence,12/2/24,Marketable,PV,,,,,,,,,,,,,,,
P11,P8,Center,New Emergence,12/2/24,Unmarketable,PV,2,2.6,8.2,0.46,0.87,1,,,,2,,,,0.294,0.584
P11,P8,West,New Emergence,12/2/24,Too small,PV,3,2.8,0.9,,,,,,,,,,,0.322,0.13
P11,P8,West,New Emergence,12/2/24,Unmarketable,PV,5,9.8,6.3,0.25,0.38,3,,,,4,,,,1.306,0.774
P11,P8,East,Standard,12/2/24,Too small,PV,2,2.7,0.6,,,,,,,,,,,1.004,0.947
P11,P8,East,Standard,12/2/24,Unmarketable,PV,4,7.7,10.3,0.35,0.6,1,1,,,4,,,,0.338,0.078
P11,P8,Center,Standard,12/2/24,Too small,PV,1,1,0.4,,,,,,,,,,,0.131,0.034
P11,P8,Center,Standard,12/2/24,Unmarketable,PV,2,4.5,,0.41,0.46,2,,,,2,,,,0.559,0.405
P11,P8,West,Standard,12/2/24,Too small,PV,6,8.6,2.2,,,,,,,,,,,0.964,0.317
P11,P8,West,Standard,12/2/24,Unmarketable,PV,4,6.5,6.6,0.23,0.48,3,,,,3,,,,0.829,0.694
